Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Is_Returned,Age_Group,Return_Probability
ORD00000836,PROD00000836,USER00000836,2024-12-20,2025-01-24,Toys,67.21,2,Not as described,Returned,35,24,Female,City33,Gift Card,Next-Day,5.64,1,<25,1.0
ORD00000837,PROD00000837,USER00000837,2023-10-03,2024-12-03,Toys,169.56,4,Changed mind,Returned,427,28,Female,City18,Gift Card,Express,44.65,1,25-35,1.0
ORD00000840,PROD00000840,USER00000840,2024-11-08,2024-12-02,Clothing,464.14,1,Not as described,Returned,24,42,Male,City43,Credit Card,Express,7.42,1,35-50,1.0
ORD00000842,PROD00000842,USER00000842,2023-05-25,2024-11-02,Clothing,494.3,4,Not as described,Returned,527,43,Male,City95,Gift Card,Standard,49.71,1,35-50,1.0
ORD00000843,PROD00000843,USER00000843,2024-10-06,2024-11-30,Home,410.87,3,Not as described,Returned,55,36,Male,City43,Credit Card,Standard,2.3,1,35-50,1.0
ORD00000844,PROD00000844,USER00000844,2024-09-02,2024-12-24,Home,425.77,1,Defective,Returned,113,69,Male,City8,Credit Card,Next-Day,39.75,1,50+,1.0
ORD00000845,PROD00000845,USER00000845,2024-09-19,2024-10-22,Toys,399.72,3,Wrong item,Returned,33,24,Male,City73,PayPal,Express,23.87,1,<25,1.0
ORD00000846,PROD00000846,USER00000846,2024-07-19,2024-08-04,Home,424.75,3,Not as described,Returned,16,36,Male,City34,Credit Card,Express,42.18,1,35-50,1.0
ORD00000848,PROD00000848,USER00000848,2023-07-22,2024-08-25,Books,491.06,1,Defective,Returned,400,20,Male,City35,Credit Card,Standard,49.52,1,<25,1.0
ORD00000853,PROD00000853,USER00000853,2024-11-03,2025-03-21,Toys,214.44,5,Wrong item,Returned,138,46,Male,City100,Debit Card,Standard,47.07,1,35-50,1.0
ORD00000857,PROD00000857,USER00000857,2023-06-08,2023-08-17,Electronics,378.22,1,Wrong item,Returned,70,50,Female,City15,PayPal,Standard,38.89,1,35-50,1.0
ORD00000859,PROD00000859,USER00000859,2024-04-18,2025-07-27,Toys,9.65,5,Changed mind,Returned,465,51,Male,City55,Gift Card,Next-Day,15.33,1,50+,1.0
ORD00000860,PROD00000860,USER00000860,2023-02-27,2024-10-27,Clothing,110.88,2,Changed mind,Returned,608,37,Female,City33,Debit Card,Express,44.98,1,35-50,1.0
ORD00000862,PROD00000862,USER00000862,2023-11-19,2024-05-11,Electronics,304.88,1,Defective,Returned,174,30,Male,City60,Credit Card,Standard,3.19,1,25-35,1.0
ORD00000864,PROD00000864,USER00000864,2024-08-06,2025-08-16,Home,83.12,3,Changed mind,Returned,375,33,Female,City54,Credit Card,Standard,39.58,1,25-35,1.0
ORD00000867,PROD00000867,USER00000867,2023-08-16,2024-03-16,Clothing,229.45,3,Defective,Returned,213,61,Female,City82,Debit Card,Next-Day,6.06,1,50+,1.0
ORD00000873,PROD00000873,USER00000873,2023-11-22,2024-10-25,Books,363.96,1,Not as described,Returned,338,21,Female,City91,Gift Card,Next-Day,27.85,1,<25,1.0
ORD00000875,PROD00000875,USER00000875,2023-03-05,2024-10-27,Home,90.76,4,Wrong item,Returned,602,61,Male,City99,PayPal,Standard,16.62,1,50+,1.0
ORD00000876,PROD00000876,USER00000876,2023-07-31,2023-11-29,Electronics,48.1,4,Changed mind,Returned,121,56,Female,City8,Debit Card,Next-Day,35.56,1,50+,1.0
ORD00000877,PROD00000877,USER00000877,2024-02-01,2024-06-06,Toys,142.5,1,Defective,Returned,126,63,Female,City82,Gift Card,Express,48.58,1,50+,1.0
ORD00000878,PROD00000878,USER00000878,2023-11-25,2024-04-14,Home,248.88,1,Changed mind,Returned,141,22,Female,City77,Debit Card,Express,23.35,1,<25,1.0
ORD00000880,PROD00000880,USER00000880,2023-08-25,2024-12-12,Electronics,195.92,5,Wrong item,Returned,475,24,Female,City58,Gift Card,Standard,10.94,1,<25,1.0
ORD00000881,PROD00000881,USER00000881,2023-12-08,2024-04-03,Clothing,15.61,1,Defective,Returned,117,35,Female,City13,Debit Card,Express,9.41,1,25-35,1.0
ORD00000884,PROD00000884,USER00000884,2024-01-19,2024-03-05,Electronics,313.42,5,Not as described,Returned,46,23,Male,City48,Credit Card,Express,5.52,1,<25,1.0
ORD00000885,PROD00000885,USER00000885,2023-11-11,2024-03-07,Clothing,235.24,1,Changed mind,Returned,117,21,Female,City57,Credit Card,Standard,28.08,1,<25,1.0
ORD00000888,PROD00000888,USER00000888,2024-08-04,2025-12-16,Toys,422.57,5,Not as described,Returned,499,30,Male,City96,Debit Card,Next-Day,0.14,1,25-35,1.0
ORD00000890,PROD00000890,USER00000890,2023-10-25,2024-06-25,Clothing,23.11,1,Changed mind,Returned,244,40,Female,City32,Debit Card,Next-Day,22.31,1,35-50,1.0
ORD00000891,PROD00000891,USER00000891,2023-07-10,2023-08-01,Books,359.94,4,Defective,Returned,22,22,Male,City61,Debit Card,Next-Day,31.9,1,<25,1.0
ORD00000893,PROD00000893,USER00000893,2023-09-22,2024-02-25,Home,47.46,3,Wrong item,Returned,156,36,Male,City50,Gift Card,Express,47.83,1,35-50,1.0
ORD00000894,PROD00000894,USER00000894,2023-04-13,2023-05-23,Toys,226.34,2,Wrong item,Returned,40,64,Male,City97,Gift Card,Next-Day,28.94,1,50+,1.0
ORD00000895,PROD00000895,USER00000895,2023-03-28,2023-11-07,Books,76.37,3,Defective,Returned,224,57,Female,City86,Credit Card,Express,17.45,1,50+,1.0
ORD00000897,PROD00000897,USER00000897,2023-10-02,2023-11-21,Home,129.78,2,Changed mind,Returned,50,42,Male,City43,Credit Card,Next-Day,9.48,1,35-50,1.0
ORD00000900,PROD00000900,USER00000900,2024-08-08,2024-12-15,Home,59.07,2,Not as described,Returned,129,50,Male,City79,Credit Card,Next-Day,26.95,1,35-50,1.0
ORD00000902,PROD00000902,USER00000902,2024-05-14,2025-02-17,Books,461.12,1,Defective,Returned,279,58,Male,City54,Credit Card,Express,21.47,1,50+,1.0
ORD00000903,PROD00000903,USER00000903,2023-01-18,2023-06-11,Toys,414.58,1,Wrong item,Returned,144,23,Male,City83,Credit Card,Next-Day,37.43,1,<25,1.0
ORD00000904,PROD00000904,USER00000904,2023-12-04,2024-03-19,Electronics,473.0,1,Not as described,Returned,106,57,Female,City82,Debit Card,Standard,15.44,1,50+,1.0
ORD00000905,PROD00000905,USER00000905,2024-03-11,2024-07-17,Toys,27.41,5,Defective,Returned,128,43,Male,City81,Credit Card,Express,22.93,1,35-50,1.0
ORD00000906,PROD00000906,USER00000906,2024-07-01,2024-11-25,Clothing,242.74,5,Defective,Returned,147,33,Female,City34,Credit Card,Next-Day,41.85,1,25-35,1.0
ORD00000910,PROD00000910,USER00000910,2023-11-03,2024-09-04,Home,471.25,4,Changed mind,Returned,306,60,Male,City5,Gift Card,Standard,36.45,1,50+,1.0
ORD00000911,PROD00000911,USER00000911,2024-04-17,2024-11-06,Electronics,188.0,5,Not as described,Returned,203,54,Male,City30,Debit Card,Standard,23.6,1,50+,1.0
ORD00000913,PROD00000913,USER00000913,2023-02-16,2023-09-23,Clothing,177.24,4,Wrong item,Returned,219,63,Female,City93,Gift Card,Express,36.53,1,50+,1.0
ORD00000915,PROD00000915,USER00000915,2024-06-05,2024-10-15,Toys,129.34,4,Not as described,Returned,132,47,Female,City39,Credit Card,Next-Day,5.02,1,35-50,1.0
ORD00000922,PROD00000922,USER00000922,2023-11-02,2024-06-25,Electronics,279.62,3,Changed mind,Returned,236,30,Male,City89,Gift Card,Standard,24.21,1,25-35,1.0
ORD00000923,PROD00000923,USER00000923,2023-09-16,2023-12-12,Books,166.66,2,Wrong item,Returned,87,25,Male,City58,Credit Card,Next-Day,45.27,1,<25,1.0
ORD00000924,PROD00000924,USER00000924,2024-01-08,2024-02-14,Toys,113.52,3,Changed mind,Returned,37,63,Female,City95,Gift Card,Next-Day,37.41,1,50+,1.0
ORD00000927,PROD00000927,USER00000927,2023-12-12,2024-11-12,Clothing,467.27,2,Changed mind,Returned,336,52,Female,City17,Credit Card,Next-Day,43.59,1,50+,1.0
ORD00000929,PROD00000929,USER00000929,2024-12-06,2025-11-09,Books,293.1,5,Changed mind,Returned,338,41,Male,City36,Debit Card,Next-Day,48.83,1,35-50,1.0
ORD00000931,PROD00000931,USER00000931,2023-08-20,2023-11-30,Electronics,355.83,1,Defective,Returned,102,68,Female,City70,Gift Card,Express,33.56,1,50+,1.0
ORD00000932,PROD00000932,USER00000932,2023-07-07,2024-11-21,Home,469.94,4,Changed mind,Returned,503,24,Male,City9,Credit Card,Express,3.81,1,<25,1.0
ORD00000935,PROD00000935,USER00000935,2023-03-29,2023-05-31,Clothing,119.12,1,Not as described,Returned,63,56,Male,City79,Gift Card,Express,27.23,1,50+,1.0
ORD00000938,PROD00000938,USER00000938,2023-05-23,2023-09-18,Books,167.34,1,Changed mind,Returned,118,29,Female,City43,Gift Card,Standard,44.16,1,25-35,1.0
ORD00000945,PROD00000945,USER00000945,2023-06-27,2023-10-17,Clothing,71.42,2,Wrong item,Returned,112,51,Male,City87,Credit Card,Express,46.94,1,50+,1.0
ORD00000946,PROD00000946,USER00000946,2024-04-24,2024-09-27,Home,407.48,5,Not as described,Returned,156,56,Male,City13,Credit Card,Next-Day,21.37,1,50+,1.0
ORD00000948,PROD00000948,USER00000948,2023-05-15,2023-07-02,Home,481.65,3,Defective,Returned,48,39,Female,City43,PayPal,Express,12.08,1,35-50,1.0
ORD00000949,PROD00000949,USER00000949,2024-06-17,2024-09-05,Toys,381.32,2,Wrong item,Returned,80,48,Male,City95,PayPal,Express,22.6,1,35-50,1.0
ORD00000952,PROD00000952,USER00000952,2024-04-06,2025-01-02,Home,222.77,4,Not as described,Returned,271,26,Female,City98,Credit Card,Express,23.53,1,25-35,1.0
ORD00000954,PROD00000954,USER00000954,2023-09-07,2024-05-09,Electronics,218.3,2,Wrong item,Returned,245,67,Female,City18,Gift Card,Standard,44.87,1,50+,1.0
ORD00000958,PROD00000958,USER00000958,2023-04-27,2023-08-15,Toys,191.49,2,Not as described,Returned,110,30,Male,City55,Gift Card,Next-Day,37.26,1,25-35,1.0
ORD00000959,PROD00000959,USER00000959,2023-04-13,2023-05-08,Home,392.94,2,Changed mind,Returned,25,44,Female,City29,PayPal,Standard,29.73,1,35-50,1.0
ORD00000963,PROD00000963,USER00000963,2024-12-09,2026-07-31,Books,210.37,4,Defective,Returned,599,19,Male,City95,PayPal,Express,41.08,1,<25,1.0
ORD00000965,PROD00000965,USER00000965,2023-03-25,2024-10-15,Books,60.24,3,Not as described,Returned,570,24,Female,City57,Credit Card,Next-Day,17.63,1,<25,1.0
ORD00000966,PROD00000966,USER00000966,2024-03-13,2024-05-13,Home,284.85,3,Not as described,Returned,61,41,Female,City59,Debit Card,Express,29.37,1,35-50,1.0
ORD00000971,PROD00000971,USER00000971,2023-09-12,2023-12-26,Home,495.0,2,Not as described,Returned,105,58,Male,City62,Credit Card,Standard,19.39,1,50+,1.0
ORD00000972,PROD00000972,USER00000972,2023-06-05,2023-12-22,Electronics,439.21,4,Not as described,Returned,200,67,Male,City26,Credit Card,Express,0.93,1,50+,1.0
ORD00000973,PROD00000973,USER00000973,2023-01-02,2024-04-30,Books,28.56,3,Not as described,Returned,484,56,Female,City11,Debit Card,Standard,11.86,1,50+,1.0
ORD00000976,PROD00000976,USER00000976,2023-04-12,2023-08-02,Toys,117.16,3,Wrong item,Returned,112,25,Male,City88,Debit Card,Standard,6.44,1,<25,1.0
ORD00000978,PROD00000978,USER00000978,2023-10-02,2023-10-24,Toys,32.71,2,Wrong item,Returned,22,25,Male,City81,PayPal,Next-Day,9.87,1,<25,1.0
ORD00000979,PROD00000979,USER00000979,2024-03-06,2025-03-24,Home,217.44,1,Changed mind,Returned,383,29,Male,City56,Credit Card,Next-Day,0.72,1,25-35,1.0
ORD00000982,PROD00000982,USER00000982,2024-07-24,2025-07-06,Home,293.47,4,Defective,Returned,347,31,Female,City3,Credit Card,Standard,19.06,1,25-35,1.0
ORD00000984,PROD00000984,USER00000984,2023-09-28,2024-09-27,Toys,89.22,1,Wrong item,Returned,365,70,Male,City81,Debit Card,Next-Day,41.56,1,50+,1.0
ORD00000985,PROD00000985,USER00000985,2024-08-03,2025-05-31,Home,40.04,2,Changed mind,Returned,301,63,Female,City92,PayPal,Express,35.62,1,50+,1.0
ORD00000987,PROD00000987,USER00000987,2023-11-12,2024-04-23,Home,465.19,3,Wrong item,Returned,163,44,Male,City80,Gift Card,Next-Day,2.61,1,35-50,1.0
ORD00000988,PROD00000988,USER00000988,2024-03-23,2024-09-14,Clothing,420.84,2,Changed mind,Returned,175,31,Female,City78,Credit Card,Next-Day,5.14,1,25-35,1.0
ORD00000990,PROD00000990,USER00000990,2023-10-27,2024-03-07,Toys,430.94,3,Defective,Returned,132,33,Male,City38,Debit Card,Next-Day,28.47,1,25-35,1.0
ORD00000992,PROD00000992,USER00000992,2024-03-04,2025-03-15,Toys,370.47,5,Not as described,Returned,376,38,Male,City29,Debit Card,Standard,47.05,1,35-50,1.0
ORD00000998,PROD00000998,USER00000998,2024-11-02,2026-05-27,Electronics,355.25,2,Not as described,Returned,571,29,Female,City99,Credit Card,Next-Day,44.2,1,25-35,1.0
ORD00000999,PROD00000999,USER00000999,2024-06-01,2024-08-27,Toys,46.32,3,Changed mind,Returned,87,19,Male,City67,Gift Card,Standard,18.99,1,<25,1.0
ORD00001006,PROD00001006,USER00001006,2024-04-05,2024-09-13,Electronics,299.71,2,Defective,Returned,161,39,Female,City68,PayPal,Next-Day,41.87,1,35-50,1.0
ORD00001007,PROD00001007,USER00001007,2024-12-19,2026-08-24,Toys,422.42,5,Defective,Returned,613,26,Female,City16,Gift Card,Next-Day,31.84,1,25-35,1.0
ORD00001009,PROD00001009,USER00001009,2024-06-26,2024-07-14,Toys,61.53,1,Changed mind,Returned,18,35,Male,City52,Credit Card,Standard,38.87,1,25-35,1.0
ORD00001015,PROD00001015,USER00001015,2024-11-12,2026-02-28,Toys,307.2,2,Changed mind,Returned,473,68,Male,City46,PayPal,Express,34.59,1,50+,1.0
ORD00001018,PROD00001018,USER00001018,2023-12-30,2024-08-31,Clothing,397.66,2,Defective,Returned,245,64,Female,City44,PayPal,Express,35.54,1,50+,1.0
ORD00001021,PROD00001021,USER00001021,2023-10-22,2024-05-12,Books,292.29,4,Not as described,Returned,203,67,Male,City42,PayPal,Next-Day,38.61,1,50+,1.0
ORD00001022,PROD00001022,USER00001022,2024-10-18,2025-01-23,Electronics,402.62,5,Changed mind,Returned,97,23,Male,City47,PayPal,Standard,21.31,1,<25,1.0
ORD00001023,PROD00001023,USER00001023,2024-04-18,2025-04-06,Clothing,131.99,5,Changed mind,Returned,353,22,Female,City68,PayPal,Express,4.85,1,<25,1.0
ORD00001025,PROD00001025,USER00001025,2024-03-12,2024-06-08,Books,426.79,3,Not as described,Returned,88,19,Female,City18,Gift Card,Next-Day,41.81,1,<25,1.0
ORD00001026,PROD00001026,USER00001026,2024-10-22,2025-03-12,Electronics,63.34,3,Changed mind,Returned,141,63,Female,City67,Gift Card,Standard,30.48,1,50+,1.0
ORD00001029,PROD00001029,USER00001029,2023-07-17,2023-12-12,Clothing,249.08,3,Not as described,Returned,148,32,Male,City19,Debit Card,Standard,31.22,1,25-35,1.0
ORD00001031,PROD00001031,USER00001031,2023-11-24,2024-02-05,Electronics,396.04,5,Changed mind,Returned,73,42,Female,City49,Gift Card,Express,30.61,1,35-50,1.0
ORD00001032,PROD00001032,USER00001032,2023-05-21,2023-06-11,Books,446.07,2,Not as described,Returned,21,64,Male,City62,Gift Card,Standard,37.85,1,50+,1.0
ORD00001034,PROD00001034,USER00001034,2023-12-23,2024-08-28,Books,52.81,3,Changed mind,Returned,249,33,Male,City61,Credit Card,Express,0.37,1,25-35,1.0
ORD00001036,PROD00001036,USER00001036,2023-08-09,2024-02-08,Clothing,45.82,1,Defective,Returned,183,62,Male,City49,PayPal,Standard,4.33,1,50+,1.0
ORD00001041,PROD00001041,USER00001041,2024-07-05,2025-09-02,Electronics,346.6,5,Changed mind,Returned,424,20,Female,City89,PayPal,Standard,41.86,1,<25,1.0
ORD00001042,PROD00001042,USER00001042,2024-11-11,2026-02-07,Books,186.1,3,Changed mind,Returned,453,27,Male,City81,Debit Card,Next-Day,31.07,1,25-35,1.0
ORD00001043,PROD00001043,USER00001043,2023-07-15,2023-11-22,Books,471.21,3,Not as described,Returned,130,18,Male,City71,PayPal,Next-Day,47.62,1,<25,1.0
ORD00001045,PROD00001045,USER00001045,2024-01-18,2024-08-25,Books,159.83,3,Not as described,Returned,220,44,Male,City97,PayPal,Next-Day,22.64,1,35-50,1.0
ORD00001050,PROD00001050,USER00001050,2024-02-22,2024-04-08,Home,111.77,5,Changed mind,Returned,46,65,Female,City59,PayPal,Express,33.42,1,50+,1.0
ORD00001051,PROD00001051,USER00001051,2023-02-28,2024-10-31,Electronics,439.04,5,Defective,Returned,611,28,Male,City96,Gift Card,Standard,17.36,1,25-35,1.0
ORD00001053,PROD00001053,USER00001053,2024-07-17,2025-05-31,Home,410.4,4,Changed mind,Returned,318,38,Female,City79,Credit Card,Next-Day,25.19,1,35-50,1.0
ORD00001054,PROD00001054,USER00001054,2023-06-02,2023-12-30,Clothing,164.53,4,Not as described,Returned,211,56,Male,City89,PayPal,Next-Day,45.72,1,50+,1.0
ORD00001056,PROD00001056,USER00001056,2023-03-10,2024-08-20,Books,305.41,4,Not as described,Returned,529,20,Female,City92,PayPal,Next-Day,25.07,1,<25,1.0
ORD00001058,PROD00001058,USER00001058,2023-11-17,2024-07-06,Electronics,448.67,5,Changed mind,Returned,232,65,Female,City17,PayPal,Express,24.7,1,50+,1.0
ORD00001059,PROD00001059,USER00001059,2023-05-09,2024-11-16,Toys,59.62,1,Changed mind,Returned,557,25,Female,City32,Gift Card,Next-Day,26.03,1,<25,1.0
ORD00001063,PROD00001063,USER00001063,2023-10-04,2023-12-14,Home,432.45,3,Not as described,Returned,71,28,Male,City99,Gift Card,Standard,15.52,1,25-35,1.0
ORD00001065,PROD00001065,USER00001065,2023-04-18,2024-01-09,Home,35.48,4,Not as described,Returned,266,67,Female,City13,Debit Card,Next-Day,41.72,1,50+,1.0
ORD00001066,PROD00001066,USER00001066,2023-02-20,2023-04-18,Toys,243.95,2,Not as described,Returned,57,58,Female,City13,Debit Card,Next-Day,4.35,1,50+,1.0
ORD00001067,PROD00001067,USER00001067,2024-10-14,2025-05-17,Home,144.91,3,Changed mind,Returned,215,62,Male,City47,Gift Card,Standard,34.91,1,50+,1.0
ORD00001070,PROD00001070,USER00001070,2023-11-24,2024-09-03,Home,266.2,4,Defective,Returned,284,55,Female,City50,Debit Card,Standard,43.68,1,50+,1.0
ORD00001071,PROD00001071,USER00001071,2024-06-29,2024-10-29,Home,220.08,5,Wrong item,Returned,122,62,Male,City79,PayPal,Standard,17.72,1,50+,1.0
ORD00001072,PROD00001072,USER00001072,2023-06-01,2024-12-22,Toys,52.81,1,Wrong item,Returned,570,52,Male,City28,PayPal,Express,48.46,1,50+,1.0
ORD00001073,PROD00001073,USER00001073,2023-09-29,2023-12-10,Toys,12.24,3,Wrong item,Returned,72,32,Female,City87,Gift Card,Express,23.63,1,25-35,1.0
ORD00001074,PROD00001074,USER00001074,2023-06-22,2024-12-06,Home,401.55,2,Not as described,Returned,533,63,Female,City81,PayPal,Standard,15.18,1,50+,1.0
ORD00001075,PROD00001075,USER00001075,2023-05-12,2023-07-29,Home,340.34,5,Defective,Returned,78,48,Female,City39,Debit Card,Standard,47.23,1,35-50,1.0
ORD00001077,PROD00001077,USER00001077,2024-07-21,2025-03-18,Home,482.35,3,Wrong item,Returned,240,59,Male,City78,PayPal,Express,28.46,1,50+,1.0
ORD00001080,PROD00001080,USER00001080,2023-03-07,2024-02-26,Clothing,446.63,5,Defective,Returned,356,32,Male,City50,Debit Card,Standard,48.6,1,25-35,1.0
ORD00001086,PROD00001086,USER00001086,2023-11-24,2023-12-12,Home,175.35,4,Changed mind,Returned,18,36,Male,City48,PayPal,Next-Day,40.74,1,35-50,1.0
ORD00001087,PROD00001087,USER00001087,2024-12-16,2025-09-18,Books,67.65,4,Changed mind,Returned,276,67,Male,City86,Credit Card,Standard,47.96,1,50+,1.0
ORD00001092,PROD00001092,USER00001092,2023-12-01,2024-01-22,Electronics,485.64,4,Changed mind,Returned,52,34,Female,City95,Debit Card,Next-Day,40.06,1,25-35,1.0
ORD00001093,PROD00001093,USER00001093,2024-10-24,2025-12-30,Home,387.73,1,Not as described,Returned,432,55,Female,City27,PayPal,Express,22.71,1,50+,1.0
ORD00001096,PROD00001096,USER00001096,2023-09-05,2024-12-28,Books,194.73,1,Wrong item,Returned,480,21,Female,City100,PayPal,Next-Day,6.2,1,<25,1.0
ORD00001097,PROD00001097,USER00001097,2023-03-08,2024-05-13,Home,403.78,4,Changed mind,Returned,432,61,Male,City62,Gift Card,Express,34.01,1,50+,1.0
ORD00001098,PROD00001098,USER00001098,2024-10-04,2026-06-01,Electronics,157.16,1,Not as described,Returned,605,25,Male,City71,PayPal,Standard,30.42,1,<25,1.0
ORD00001100,PROD00001100,USER00001100,2023-03-17,2024-06-06,Clothing,237.49,5,Changed mind,Returned,447,66,Male,City86,Debit Card,Standard,34.38,1,50+,1.0
ORD00001101,PROD00001101,USER00001101,2024-02-24,2024-04-24,Clothing,413.62,3,Changed mind,Returned,60,28,Female,City48,Credit Card,Next-Day,41.79,1,25-35,1.0
ORD00001102,PROD00001102,USER00001102,2024-12-05,2024-12-26,Electronics,459.23,3,Wrong item,Returned,21,28,Female,City20,Debit Card,Next-Day,44.14,1,25-35,1.0
ORD00001103,PROD00001103,USER00001103,2023-01-30,2024-09-01,Home,259.63,4,Wrong item,Returned,580,32,Female,City58,PayPal,Standard,2.15,1,25-35,1.0
ORD00001104,PROD00001104,USER00001104,2024-06-18,2025-04-13,Home,396.16,4,Changed mind,Returned,299,63,Male,City80,Gift Card,Express,17.46,1,50+,1.0
ORD00001105,PROD00001105,USER00001105,2023-10-26,2023-11-21,Books,36.23,2,Defective,Returned,26,31,Male,City24,Credit Card,Express,32.48,1,25-35,1.0
ORD00001108,PROD00001108,USER00001108,2023-06-04,2024-03-07,Books,395.24,5,Changed mind,Returned,277,70,Male,City44,PayPal,Standard,36.55,1,50+,1.0
ORD00001111,PROD00001111,USER00001111,2024-03-29,2024-12-29,Toys,490.26,3,Changed mind,Returned,275,67,Male,City62,Credit Card,Next-Day,38.12,1,50+,1.0
ORD00001112,PROD00001112,USER00001112,2023-03-14,2023-10-29,Books,251.98,3,Not as described,Returned,229,36,Male,City46,Gift Card,Next-Day,32.89,1,35-50,1.0
ORD00001113,PROD00001113,USER00001113,2024-11-11,2025-01-26,Electronics,154.56,5,Not as described,Returned,76,38,Male,City82,Gift Card,Express,34.34,1,35-50,1.0
ORD00001114,PROD00001114,USER00001114,2023-03-09,2024-11-28,Books,87.22,5,Not as described,Returned,630,22,Male,City87,Credit Card,Express,18.48,1,<25,1.0
ORD00001116,PROD00001116,USER00001116,2024-04-30,2025-07-04,Clothing,466.85,4,Not as described,Returned,430,59,Male,City86,Debit Card,Next-Day,44.11,1,50+,1.0
ORD00001117,PROD00001117,USER00001117,2024-12-13,2025-05-03,Clothing,134.39,4,Changed mind,Returned,141,70,Male,City29,Credit Card,Standard,1.46,1,50+,1.0
ORD00001118,PROD00001118,USER00001118,2024-12-25,2025-04-16,Electronics,42.38,2,Changed mind,Returned,112,28,Male,City87,Debit Card,Express,30.34,1,25-35,1.0
ORD00001120,PROD00001120,USER00001120,2024-07-17,2024-10-05,Electronics,354.54,3,Defective,Returned,80,35,Male,City32,Gift Card,Standard,25.39,1,25-35,1.0
ORD00001123,PROD00001123,USER00001123,2023-10-23,2024-06-26,Home,385.15,1,Defective,Returned,247,61,Female,City97,Credit Card,Express,37.99,1,50+,1.0
ORD00001125,PROD00001125,USER00001125,2024-11-18,2025-01-15,Toys,338.28,1,Changed mind,Returned,58,48,Female,City12,Debit Card,Express,15.02,1,35-50,1.0
ORD00001127,PROD00001127,USER00001127,2023-06-27,2024-05-01,Electronics,60.53,2,Changed mind,Returned,309,37,Male,City63,Debit Card,Next-Day,8.74,1,35-50,1.0
ORD00001128,PROD00001128,USER00001128,2024-02-09,2024-07-07,Electronics,218.88,2,Not as described,Returned,149,27,Female,City73,PayPal,Standard,19.06,1,25-35,1.0
ORD00001130,PROD00001130,USER00001130,2023-01-10,2024-09-18,Home,330.55,4,Wrong item,Returned,617,57,Female,City45,Debit Card,Next-Day,8.62,1,50+,1.0
ORD00001131,PROD00001131,USER00001131,2023-01-28,2024-09-09,Toys,254.95,5,Defective,Returned,590,42,Female,City4,PayPal,Express,5.66,1,35-50,1.0
ORD00001133,PROD00001133,USER00001133,2023-04-14,2024-03-03,Electronics,204.83,5,Wrong item,Returned,324,39,Female,City3,PayPal,Standard,38.09,1,35-50,1.0
ORD00001134,PROD00001134,USER00001134,2024-08-12,2025-01-26,Electronics,276.22,2,Not as described,Returned,167,59,Female,City86,PayPal,Express,16.35,1,50+,1.0
ORD00001135,PROD00001135,USER00001135,2024-10-16,2025-08-30,Toys,44.7,4,Not as described,Returned,318,51,Female,City95,Debit Card,Next-Day,43.27,1,50+,1.0
ORD00001138,PROD00001138,USER00001138,2024-08-25,2024-10-30,Home,98.41,4,Not as described,Returned,66,30,Female,City77,Gift Card,Next-Day,23.01,1,25-35,1.0
ORD00001139,PROD00001139,USER00001139,2024-09-23,2025-05-27,Electronics,168.88,5,Not as described,Returned,246,50,Female,City50,Gift Card,Standard,44.5,1,35-50,1.0
ORD00001141,PROD00001141,USER00001141,2023-04-13,2023-05-29,Home,75.5,3,Wrong item,Returned,46,49,Male,City49,Gift Card,Express,45.83,1,35-50,1.0
ORD00001143,PROD00001143,USER00001143,2023-05-12,2024-07-05,Electronics,483.41,1,Changed mind,Returned,420,29,Male,City95,Credit Card,Next-Day,48.0,1,25-35,1.0
ORD00001145,PROD00001145,USER00001145,2023-04-15,2024-10-01,Clothing,437.0,2,Wrong item,Returned,535,38,Male,City29,Gift Card,Express,1.63,1,35-50,1.0
ORD00001146,PROD00001146,USER00001146,2024-12-14,2025-05-25,Home,392.55,4,Wrong item,Returned,162,61,Male,City30,Gift Card,Express,10.79,1,50+,1.0
ORD00001147,PROD00001147,USER00001147,2024-03-19,2024-06-22,Clothing,261.08,3,Not as described,Returned,95,53,Female,City6,Gift Card,Standard,26.72,1,50+,1.0
ORD00001148,PROD00001148,USER00001148,2024-12-29,2025-05-03,Home,425.03,1,Defective,Returned,125,28,Male,City46,Credit Card,Next-Day,32.48,1,25-35,1.0
ORD00001149,PROD00001149,USER00001149,2024-04-09,2024-05-10,Electronics,423.17,5,Wrong item,Returned,31,65,Female,City24,Gift Card,Standard,9.75,1,50+,1.0
ORD00001154,PROD00001154,USER00001154,2023-04-01,2023-09-29,Home,497.27,2,Changed mind,Returned,181,63,Female,City79,Credit Card,Next-Day,17.79,1,50+,1.0
ORD00001156,PROD00001156,USER00001156,2023-05-23,2023-12-27,Books,239.87,2,Changed mind,Returned,218,46,Male,City82,Gift Card,Next-Day,0.03,1,35-50,1.0
ORD00001159,PROD00001159,USER00001159,2023-06-16,2023-07-26,Clothing,498.5,4,Defective,Returned,40,57,Female,City58,Credit Card,Next-Day,33.88,1,50+,1.0
ORD00001164,PROD00001164,USER00001164,2024-09-22,2025-07-22,Home,44.27,2,Wrong item,Returned,303,20,Female,City14,PayPal,Standard,14.91,1,<25,1.0
